carat,cut,color,clarity,depth,table,price,x,y,z,rowid
0.77,Premium,G,VS2,61.30,57.00,2803.00,5.93,5.88,3.62,338
0.71,Premium,G,VS2,59.90,60.00,2803.00,5.81,5.77,3.47,339
0.78,Premium,G,VS2,60.80,58.00,2803.00,6.03,5.95,3.64,340
0.71,Very Good,G,VS1,63.50,55.00,2803.00,5.66,5.64,3.59,341
0.91,Ideal,D,SI2,62.20,57.00,2803.00,6.21,6.15,3.85,342
0.71,Very Good,E,VS2,63.80,58.00,2804.00,5.62,5.66,3.60,343
0.71,Very Good,E,VS2,64.00,57.00,2804.00,5.66,5.68,3.63,344
0.80,Very Good,E,SI2,62.50,56.00,2804.00,5.88,5.96,3.70,345
0.70,Very Good,D,SI1,62.30,58.00,2804.00,5.69,5.73,3.56,346
0.72,Ideal,F,VS1,61.70,57.00,2804.00,5.74,5.77,3.55,347
0.72,Very Good,F,VS1,62.20,58.00,2804.00,5.75,5.70,3.56,348
0.82,Ideal,H,VS2,61.50,56.00,2804.00,6.01,6.08,3.72,349
0.70,Ideal,D,SI1,61.00,59.00,2804.00,5.68,5.70,3.47,350
0.72,Ideal,D,SI1,62.20,56.00,2804.00,5.74,5.77,3.58,351
0.72,Ideal,D,SI1,61.50,54.00,2804.00,5.77,5.80,3.56,352
0.90,Fair,I,SI1,67.30,59.00,2804.00,5.93,5.84,3.96,353
0.74,Premium,F,VS2,61.70,58.00,2805.00,5.85,5.78,3.59,354
0.74,Premium,F,VS2,61.90,56.00,2805.00,5.80,5.77,3.58,355
0.73,Ideal,E,SI2,61.80,58.00,2805.00,5.77,5.81,3.58,356
0.57,Fair,E,VVS1,58.70,66.00,2805.00,5.34,5.43,3.16,357
0.73,Premium,F,VS2,62.50,57.00,2805.00,5.75,5.70,3.58,358
0.72,Ideal,G,VS2,62.80,56.00,2805.00,5.74,5.70,3.59,359
0.74,Fair,F,VS2,61.10,68.00,2805.00,5.82,5.75,3.53,360
0.82,Good,G,VS2,64.00,57.00,2805.00,5.92,5.89,3.78,361
0.81,Very Good,G,SI1,62.50,60.00,2806.00,5.89,5.94,3.69,362
0.75,Very Good,H,VVS1,60.60,58.00,2806.00,5.85,5.90,3.56,363
0.70,Ideal,F,SI1,61.60,55.00,2806.00,5.72,5.74,3.53,364
0.71,Very Good,F,VS1,62.20,58.00,2807.00,5.66,5.72,3.54,365
0.71,Very Good,F,VS1,60.00,57.00,2807.00,5.84,5.90,3.52,366
0.93,Premium,J,SI2,61.90,57.00,2807.00,6.21,6.19,3.84,367
0.80,Very Good,H,VS2,62.80,57.00,2808.00,5.87,5.91,3.70,368
0.70,Very Good,F,VS1,62.00,57.00,2808.00,5.64,5.71,3.52,369
1.00,Fair,G,I1,66.40,59.00,2808.00,6.16,6.09,4.07,370
0.75,Very Good,G,VS2,63.40,56.00,2808.00,5.78,5.74,3.65,371
0.58,Ideal,E,VVS2,60.90,56.00,2808.00,5.41,5.43,3.30,372
0.73,Very Good,D,SI1,63.10,57.00,2808.00,5.74,5.70,3.61,373
0.81,Very Good,F,SI1,63.10,59.00,2809.00,5.85,5.79,3.67,374
0.81,Premium,D,SI2,59.20,57.00,2809.00,6.15,6.05,3.61,375
0.71,Premium,F,SI1,60.70,54.00,2809.00,5.84,5.80,3.53,376
1.20,Fair,F,I1,64.60,56.00,2809.00,6.73,6.66,4.33,377
0.70,Very Good,F,VS1,61.80,56.00,2810.00,5.63,5.70,3.50,378
0.70,Very Good,F,VS1,59.90,60.00,2810.00,5.77,5.84,3.48,379
0.74,Ideal,D,SI2,61.70,55.00,2810.00,5.81,5.85,3.60,380
0.70,Good,F,VS1,62.80,61.00,2810.00,5.57,5.61,3.51,381
0.80,Good,G,SI1,62.70,57.00,2810.00,5.84,5.93,3.69,382
0.75,Very Good,F,SI1,63.40,58.00,2811.00,5.72,5.76,3.64,383
0.83,Very Good,D,SI1,63.50,54.00,2811.00,5.98,5.95,3.79,384
1.00,Fair,J,VS2,65.70,59.00,2811.00,6.14,6.07,4.01,385
0.99,Fair,I,SI2,68.10,56.00,2811.00,6.21,6.06,4.18,386
0.70,Very Good,G,VS1,63.00,60.00,2812.00,5.57,5.64,3.53,387
0.70,Very Good,F,VS2,59.50,58.00,2812.00,5.75,5.85,3.45,388
0.70,Good,E,SI1,63.50,59.00,2812.00,5.49,5.53,3.50,389
0.70,Very Good,F,VS2,61.70,58.00,2812.00,5.63,5.69,3.49,390
0.32,Premium,I,SI1,62.70,58.00,554.00,4.37,4.34,2.73,391
0.32,Premium,I,SI1,62.80,58.00,554.00,4.39,4.34,2.74,392
0.32,Ideal,I,SI1,62.40,57.00,554.00,4.37,4.35,2.72,393
0.32,Premium,I,SI1,61.00,59.00,554.00,4.39,4.36,2.67,394
0.32,Very Good,I,SI1,63.10,56.00,554.00,4.39,4.36,2.76,395
0.32,Ideal,I,SI1,60.70,57.00,554.00,4.47,4.42,2.70,396
0.30,Premium,H,SI1,60.90,59.00,554.00,4.31,4.29,2.62,397
0.30,Premium,H,SI1,60.10,55.00,554.00,4.41,4.38,2.64,398
0.30,Premium,H,SI1,62.90,58.00,554.00,4.28,4.24,2.68,399
0.30,Very Good,H,SI1,63.30,56.00,554.00,4.29,4.27,2.71,400
0.30,Good,H,SI1,63.80,55.00,554.00,4.26,4.20,2.70,401
0.30,Ideal,H,SI1,62.90,57.00,554.00,4.27,4.22,2.67,402
0.30,Very Good,H,SI1,63.40,60.00,554.00,4.25,4.23,2.69,403
0.32,Good,I,SI1,63.90,55.00,554.00,4.36,4.34,2.78,404
0.33,Ideal,H,SI2,61.40,56.00,554.00,4.85,4.79,2.95,405
0.29,Very Good,E,VS1,61.90,55.00,555.00,4.28,4.33,2.66,406
0.29,Very Good,E,VS1,62.40,55.00,555.00,4.20,4.25,2.63,407
0.31,Very Good,F,SI1,61.80,58.00,555.00,4.32,4.35,2.68,408
0.34,Ideal,H,VS2,61.50,56.00,555.00,4.47,4.50,2.76,409
0.34,Ideal,H,VS2,60.40,57.00,555.00,4.54,4.57,2.75,410
0.34,Ideal,I,VS1,61.80,55.00,555.00,4.48,4.52,2.78,411
0.34,Ideal,I,VS1,62.00,56.00,555.00,4.50,4.53,2.80,412
0.30,Ideal,G,VS1,62.30,56.00,555.00,4.29,4.31,2.68,413
0.29,Ideal,F,VS1,61.60,56.00,555.00,4.26,4.31,2.64,414
0.35,Ideal,G,SI1,60.60,56.00,555.00,4.56,4.58,2.77,415
0.43,Very Good,E,I1,58.40,62.00,555.00,4.94,5.00,2.90,416
0.32,Very Good,F,VS2,61.40,58.00,556.00,4.37,4.42,2.70,417
0.36,Ideal,I,VS2,61.90,56.00,556.00,4.54,4.57,2.82,418
0.30,Ideal,G,VS2,62.00,56.00,556.00,4.28,4.30,2.66,419
0.26,Ideal,E,VS1,61.50,57.00,556.00,4.09,4.12,2.52,420
0.70,Very Good,F,VS2,62.30,58.00,2812.00,5.64,5.72,3.54,421
0.70,Very Good,F,VS2,60.90,61.00,2812.00,5.66,5.71,3.46,422
0.71,Ideal,D,SI1,62.40,57.00,2812.00,5.69,5.72,3.56,423
0.99,Fair,J,SI1,55.00,61.00,2812.00,6.72,6.67,3.68,424
0.73,Premium,E,VS2,58.60,60.00,2812.00,5.92,5.89,3.46,425
0.51,Ideal,F,VVS1,62.00,57.00,2812.00,5.15,5.11,3.18,426
0.91,Premium,G,SI2,59.80,58.00,2813.00,6.30,6.29,3.77,427
0.84,Very Good,E,SI1,63.40,55.00,2813.00,6.00,5.95,3.79,428
0.91,Good,I,VS2,64.30,58.00,2813.00,6.09,6.05,3.90,429
0.76,Premium,E,SI1,62.20,59.00,2814.00,5.86,5.81,3.63,430
0.76,Ideal,E,SI1,61.70,57.00,2814.00,5.88,5.85,3.62,431
0.75,Premium,E,SI1,61.10,59.00,2814.00,5.86,5.83,3.57,432
0.55,Very Good,D,VVS1,61.50,56.00,2815.00,5.23,5.27,3.23,433
0.76,Very Good,F,SI2,58.50,62.00,2815.00,5.93,6.01,3.49,434
0.74,Premium,G,VS1,61.70,58.00,2815.00,5.79,5.81,3.58,435
0.70,Ideal,H,SI1,60.40,56.00,2815.00,5.75,5.81,3.49,436
0.70,Ideal,H,SI1,61.40,56.00,2815.00,5.70,5.76,3.52,437
0.70,Ideal,H,SI1,61.50,55.00,2815.00,5.73,5.79,3.54,438
0.70,Ideal,H,SI1,61.40,56.00,2815.00,5.72,5.77,3.53,439
0.90,Fair,J,VS2,65.00,56.00,2815.00,6.08,6.04,3.94,440
0.95,Fair,F,SI2,56.00,60.00,2815.00,6.62,6.53,3.68,441
0.89,Premium,H,SI2,60.20,59.00,2815.00,6.26,6.23,3.76,442
0.72,Premium,E,VS2,58.30,58.00,2815.00,5.99,5.92,3.47,443
0.96,Fair,E,SI2,53.10,63.00,2815.00,6.73,6.65,3.55,444
1.02,Premium,G,I1,60.30,58.00,2815.00,6.55,6.50,3.94,445
0.78,Very Good,I,VVS2,61.40,56.00,2816.00,5.91,5.95,3.64,446
0.61,Ideal,G,VVS2,60.10,57.00,2816.00,5.52,5.54,3.32,447
0.71,Good,D,VS1,63.40,55.00,2816.00,5.61,5.69,3.58,448
0.78,Premium,F,SI1,61.50,59.00,2816.00,5.96,5.88,3.64,449
0.87,Ideal,H,SI2,62.70,56.00,2816.00,6.16,6.13,3.85,450
0.83,Ideal,H,SI1,62.50,55.00,2816.00,6.04,6.00,3.76,451
0.71,Premium,E,SI1,61.30,56.00,2817.00,5.78,5.73,3.53,452
0.71,Ideal,I,VVS2,60.20,56.00,2817.00,5.84,5.89,3.53,453
0.71,Ideal,E,VS2,62.70,57.00,2817.00,5.66,5.64,3.54,454
0.71,Premium,E,VS2,62.30,58.00,2817.00,5.69,5.65,3.53,455
0.63,Ideal,F,VVS2,61.50,56.00,2817.00,5.48,5.52,3.38,456
0.71,Premium,E,SI1,59.20,59.00,2817.00,5.86,5.83,3.46,457
0.71,Premium,E,SI1,61.80,59.00,2817.00,5.75,5.70,3.54,458
0.71,Ideal,E,SI1,61.30,55.00,2817.00,5.77,5.72,3.52,459
0.71,Premium,E,SI1,61.40,58.00,2817.00,5.77,5.73,3.53,460
0.90,Ideal,J,VS2,62.80,55.00,2817.00,6.20,6.16,3.88,461
0.71,Good,E,SI1,62.80,64.00,2817.00,5.60,5.54,3.50,462
0.70,Premium,E,VS2,62.40,61.00,2818.00,5.66,5.63,3.52,463
0.70,Premium,E,VS2,59.30,60.00,2818.00,5.78,5.73,3.41,464
0.70,Premium,E,VS2,63.00,60.00,2818.00,5.64,5.60,3.54,465
1.00,Premium,H,I1,61.30,60.00,2818.00,6.43,6.39,3.93,466
0.86,Premium,F,SI2,59.30,62.00,2818.00,6.36,6.22,3.73,467
0.80,Ideal,H,SI1,61.00,57.00,2818.00,6.07,6.00,3.68,468
0.70,Ideal,E,VS1,62.90,57.00,2818.00,5.66,5.61,3.54,469
0.70,Premium,E,VS1,59.60,57.00,2818.00,5.91,5.83,3.50,470
0.70,Premium,F,VS2,61.80,60.00,2818.00,5.69,5.64,3.50,471
0.70,Premium,E,VS1,62.70,57.00,2818.00,5.68,5.64,3.55,472
1.00,Fair,H,SI2,65.30,62.00,2818.00,6.34,6.12,4.08,473
0.72,Very Good,G,VS1,63.80,58.00,2819.00,5.64,5.68,3.61,474
0.72,Ideal,H,VS1,62.30,56.00,2819.00,5.73,5.77,3.58,475
0.70,Good,F,VS1,59.70,63.00,2819.00,5.76,5.79,3.45,476
0.86,Good,F,SI2,64.30,60.00,2819.00,5.97,5.95,3.83,477
0.71,Ideal,G,VS1,62.90,58.00,2820.00,5.66,5.69,3.57,478
0.75,Ideal,E,SI1,62.00,57.00,2821.00,5.80,5.78,3.59,479
0.73,Premium,E,VS2,61.60,59.00,2821.00,5.77,5.73,3.54,480
0.53,Ideal,E,VVS1,61.90,55.00,2821.00,5.20,5.21,3.22,481
0.73,Premium,E,SI1,61.30,58.00,2821.00,5.83,5.76,3.55,482
0.73,Good,E,SI1,63.60,57.00,2821.00,5.72,5.70,3.63,483
0.73,Premium,E,SI1,59.60,61.00,2821.00,5.92,5.85,3.51,484
0.73,Premium,E,SI1,62.20,59.00,2821.00,5.77,5.68,3.56,485
0.73,Premium,D,SI1,61.70,55.00,2821.00,5.84,5.82,3.60,486
0.73,Very Good,E,SI1,63.20,58.00,2821.00,5.76,5.70,3.62,487
0.70,Premium,E,VS1,60.80,60.00,2822.00,5.74,5.71,3.48,488
0.72,Premium,E,VS2,60.30,59.00,2822.00,5.84,5.80,3.51,489
0.72,Premium,E,VS2,60.90,60.00,2822.00,5.80,5.76,3.52,490
0.72,Premium,E,VS2,62.40,59.00,2822.00,5.77,5.70,3.58,491
0.70,Premium,E,VS2,60.20,60.00,2822.00,5.73,5.70,3.44,492
0.60,Ideal,F,VVS2,62.00,55.00,2822.00,5.37,5.40,3.34,493
0.74,Ideal,I,VVS1,60.80,57.00,2822.00,5.85,5.89,3.57,494
0.73,Ideal,F,SI1,62.10,55.00,2822.00,5.75,5.78,3.58,495
0.71,Premium,D,SI1,62.70,60.00,2822.00,5.71,5.67,3.57,496
0.71,Premium,D,SI1,61.30,58.00,2822.00,5.75,5.73,3.52,497
0.70,Premium,D,SI1,60.20,60.00,2822.00,5.82,5.75,3.48,498
0.70,Ideal,D,SI1,60.70,56.00,2822.00,5.75,5.72,3.48,499
0.90,Good,J,VS2,64.00,61.00,2822.00,6.04,6.03,3.86,500
0.71,Ideal,D,SI1,60.20,56.00,2822.00,5.86,5.83,3.52,501
0.70,Premium,E,VS2,61.50,59.00,2822.00,5.73,5.68,3.51,502
0.70,Premium,E,VS2,62.60,56.00,2822.00,5.71,5.66,3.56,503
0.70,Ideal,D,SI1,59.70,58.00,2822.00,5.82,5.77,3.46,504
0.70,Good,E,SI1,61.40,64.00,2822.00,5.71,5.66,3.49,505
0.70,Ideal,D,SI1,62.50,57.00,2822.00,5.62,5.59,3.51,506
0.70,Ideal,D,SI1,61.80,56.00,2822.00,5.73,5.63,3.51,507
0.70,Premium,E,VS2,60.70,62.00,2822.00,5.72,5.68,3.46,508
0.70,Premium,F,VS2,60.60,58.00,2822.00,5.80,5.72,3.49,509
0.70,Ideal,D,SI1,61.40,54.00,2822.00,5.75,5.71,3.52,510
0.79,Very Good,D,SI2,62.80,59.00,2823.00,5.86,5.90,3.69,511
0.90,Good,I,SI1,63.80,57.00,2823.00,6.06,6.13,3.89,512
0.71,Premium,E,VS2,62.30,58.00,2823.00,5.71,5.66,3.54,513
0.61,Ideal,E,VVS2,61.30,54.00,2823.00,5.51,5.59,3.40,514
0.90,Fair,H,SI2,65.80,54.00,2823.00,6.05,5.98,3.96,515
0.71,Ideal,E,SI1,60.50,56.00,2823.00,5.77,5.73,3.47,516
0.71,Premium,D,VS2,61.20,59.00,2824.00,5.74,5.69,3.50,517
0.77,Ideal,I,VVS2,62.10,57.00,2824.00,5.84,5.86,3.63,518
0.74,Good,E,VS1,63.10,58.00,2824.00,5.73,5.75,3.62,519
0.82,Ideal,F,SI2,62.40,54.00,2824.00,6.02,5.97,3.74,520
0.82,Premium,E,SI2,60.80,60.00,2824.00,6.05,6.03,3.67,521
0.71,Premium,G,VS1,62.20,59.00,2825.00,5.73,5.66,3.54,522
0.83,Premium,H,SI1,60.00,59.00,2825.00,6.08,6.05,3.64,523
0.73,Very Good,G,VS1,62.00,57.00,2825.00,5.75,5.80,3.58,524
0.83,Premium,H,SI1,62.50,59.00,2825.00,6.02,5.95,3.74,525
1.17,Premium,J,I1,60.20,61.00,2825.00,6.90,6.83,4.13,526
0.91,Fair,H,SI2,61.30,67.00,2825.00,6.24,6.19,3.81,527
0.73,Premium,E,VS1,62.60,60.00,2826.00,5.75,5.68,3.58,528
0.70,Good,E,VS1,57.20,59.00,2826.00,5.94,5.88,3.38,529
0.90,Premium,I,SI2,62.20,59.00,2826.00,6.11,6.07,3.79,530
0.70,Premium,E,VS1,62.20,58.00,2826.00,5.66,5.60,3.50,531
0.70,Very Good,D,VS2,63.30,56.00,2826.00,5.60,5.58,3.54,532
0.70,Premium,E,VS1,59.40,61.00,2826.00,5.78,5.74,3.42,533
0.90,Very Good,I,SI2,63.50,56.00,2826.00,6.17,6.07,3.88,534
0.78,Premium,F,SI1,60.80,60.00,2826.00,5.97,5.94,3.62,535
0.96,Ideal,F,I1,60.70,55.00,2826.00,6.41,6.37,3.88,536
0.70,Very Good,D,SI1,62.30,59.00,2827.00,5.67,5.70,3.54,537
0.72,Good,D,VS2,64.00,54.00,2827.00,5.68,5.70,3.64,538
0.79,Premium,H,VVS2,62.60,58.00,2827.00,5.96,5.90,3.71,539
0.70,Ideal,H,VVS1,61.60,57.00,2827.00,5.69,5.74,3.52,540
0.70,Ideal,H,VVS1,62.30,55.00,2827.00,5.66,5.70,3.54,541
0.70,Ideal,D,SI2,60.60,57.00,2828.00,5.74,5.77,3.49,542
1.01,Premium,H,SI2,61.60,61.00,2828.00,6.39,6.31,3.91,543
0.72,Premium,F,VS1,62.20,58.00,2829.00,5.75,5.70,3.56,544
0.80,Good,E,SI2,63.70,54.00,2829.00,5.91,5.87,3.75,545
0.59,Ideal,E,VVS1,62.00,56.00,2829.00,5.36,5.38,3.33,546
0.72,Ideal,F,VS1,61.70,57.00,2829.00,5.77,5.74,3.55,547
0.75,Premium,E,SI2,61.90,57.00,2829.00,5.88,5.82,3.62,548
0.80,Premium,E,SI2,60.20,57.00,2829.00,6.05,6.01,3.63,549
0.71,Very Good,E,VS2,62.70,59.00,2830.00,5.65,5.70,3.56,550
0.77,Very Good,H,SI1,61.70,56.00,2830.00,5.84,5.89,3.62,551
0.97,Ideal,F,I1,60.70,56.00,2830.00,6.41,6.43,3.90,552
0.53,Ideal,F,VVS1,60.90,57.00,2830.00,5.23,5.29,3.19,553
0.53,Ideal,F,VVS1,61.80,57.00,2830.00,5.16,5.19,3.20,554
0.80,Ideal,I,VS2,62.10,54.40,2830.00,5.94,5.99,3.70,555
0.90,Premium,G,SI1,60.60,62.00,2830.00,6.21,6.13,3.74,556
0.76,Very Good,E,SI2,60.80,60.00,2831.00,5.89,5.98,3.61,557
0.72,Ideal,E,SI1,62.30,57.00,2831.00,5.70,5.76,3.57,558
0.75,Ideal,E,SI1,61.40,57.00,2831.00,5.82,5.87,3.59,559
0.72,Premium,E,SI1,62.10,58.00,2831.00,5.73,5.76,3.57,560
0.79,Ideal,G,SI1,61.80,56.00,2831.00,5.93,5.91,3.66,561
0.72,Very Good,F,VS2,62.50,58.00,2832.00,5.71,5.75,3.58,562
0.91,Very Good,I,SI2,62.80,61.00,2832.00,6.15,6.18,3.87,563
0.71,Premium,G,VVS2,62.10,57.00,2832.00,5.75,5.65,3.54,564
0.81,Premium,G,SI1,63.00,60.00,2832.00,5.87,5.81,3.68,565
0.82,Ideal,H,SI1,62.50,57.00,2832.00,5.91,5.97,3.71,566
0.71,Premium,F,VS1,62.20,58.00,2832.00,5.72,5.66,3.54,567
0.90,Good,J,SI1,64.30,63.00,2832.00,6.05,6.01,3.88,568
0.80,Very Good,I,VS2,62.00,58.00,2833.00,5.86,5.95,3.66,569
0.56,Very Good,E,IF,61.00,59.00,2833.00,5.28,5.34,3.24,570
0.70,Very Good,D,VS2,59.60,61.00,2833.00,5.77,5.80,3.45,571
0.70,Ideal,D,VS2,61.00,57.00,2833.00,5.74,5.76,3.51,572
0.61,Ideal,F,VVS2,61.70,55.00,2833.00,5.45,5.48,3.37,573
0.85,Ideal,H,SI2,62.50,57.00,2833.00,6.02,6.07,3.78,574
0.70,Ideal,F,SI1,60.70,57.00,2833.00,5.73,5.75,3.49,575
0.80,Ideal,G,VS2,62.20,56.00,2834.00,5.94,5.87,3.67,576
0.80,Ideal,H,VS2,62.80,57.00,2834.00,5.91,5.87,3.70,577
0.51,Very Good,D,VVS1,59.90,58.00,2834.00,5.16,5.19,3.10,578
0.53,Ideal,F,VVS1,61.40,57.00,2834.00,5.20,5.23,3.20,579
0.78,Ideal,I,VS2,61.80,55.00,2834.00,5.92,5.95,3.67,580
0.90,Very Good,J,SI1,63.40,54.00,2834.00,6.17,6.14,3.90,581
0.90,Fair,G,SI2,65.30,59.00,2834.00,6.07,6.00,3.94,582
0.77,Ideal,E,SI2,60.70,55.00,2834.00,6.01,5.95,3.63,583
0.73,Ideal,F,VS1,61.20,56.00,2835.00,5.89,5.81,3.58,584
0.63,Ideal,F,VVS2,61.90,57.00,2835.00,5.47,5.51,3.40,585
0.70,Ideal,E,VS2,61.50,54.00,2835.00,5.70,5.75,3.52,586
0.72,Ideal,E,VS2,62.80,57.00,2835.00,5.71,5.73,3.59,587
0.72,Ideal,E,SI1,61.00,57.00,2835.00,5.78,5.80,3.53,588
0.75,Premium,F,VS2,59.60,59.00,2835.00,6.04,5.94,3.57,589
0.82,Very Good,H,SI1,60.70,56.00,2836.00,6.04,6.06,3.67,590
0.71,Good,E,VS2,62.80,60.00,2836.00,5.60,5.65,3.53,591
0.70,Premium,E,VS1,62.60,59.00,2837.00,5.69,5.66,3.55,592
0.70,Ideal,E,VS1,61.80,56.00,2837.00,5.74,5.69,3.53,593
0.71,Ideal,F,SI1,59.80,53.00,2838.00,5.86,5.82,3.49,594
0.76,Very Good,H,SI1,60.90,55.00,2838.00,5.92,5.94,3.61,595
0.82,Fair,F,SI1,64.90,58.00,2838.00,5.83,5.79,3.77,596
0.72,Premium,F,VS1,58.80,60.00,2838.00,5.91,5.89,3.47,597
0.70,Premium,F,VS2,62.30,58.00,2838.00,5.72,5.64,3.54,598
0.70,Premium,F,VS2,61.70,58.00,2838.00,5.69,5.63,3.49,599
0.70,Premium,G,VS1,62.60,55.00,2838.00,5.73,5.64,3.56,600
0.70,Premium,F,VS2,59.40,61.00,2838.00,5.83,5.79,3.45,601
0.70,Very Good,E,SI1,63.50,59.00,2838.00,5.53,5.49,3.50,602
0.70,Premium,F,VS2,60.90,61.00,2838.00,5.71,5.66,3.46,603
0.70,Premium,F,VS2,59.50,58.00,2838.00,5.85,5.75,3.45,604
0.70,Premium,G,VS1,63.00,60.00,2838.00,5.64,5.57,3.53,605
0.74,Very Good,E,SI1,60.00,57.00,2839.00,5.85,5.89,3.52,606
0.71,Ideal,F,VS1,61.50,57.00,2839.00,5.74,5.71,3.52,607
0.70,Ideal,F,VS1,61.60,54.00,2839.00,5.75,5.72,3.53,608
0.71,Ideal,F,VS1,62.10,55.00,2839.00,5.82,5.68,3.57,609
0.71,Premium,F,VS1,59.10,61.00,2839.00,5.84,5.81,3.44,610
0.71,Premium,F,VS1,59.00,60.00,2839.00,5.82,5.80,3.43,611
0.71,Premium,F,VS1,60.50,58.00,2839.00,5.75,5.72,3.47,612
0.70,Ideal,F,VS1,62.40,53.00,2839.00,5.73,5.71,3.57,613
0.73,Ideal,G,VS2,61.80,54.00,2839.00,5.80,5.82,3.59,614
0.70,Ideal,E,VS2,62.10,54.00,2839.00,5.69,5.72,3.54,615
0.70,Ideal,G,VS1,61.30,57.00,2839.00,5.71,5.74,3.51,616
0.71,Premium,G,VVS2,60.30,58.00,2839.00,5.82,5.78,3.50,617
0.71,Premium,F,VS1,59.20,58.00,2839.00,5.87,5.82,3.46,618
0.79,Premium,G,VS2,59.30,62.00,2839.00,6.09,6.01,3.59,619
0.71,Premium,F,VS1,62.70,59.00,2839.00,5.70,5.62,3.55,620
0.77,Very Good,H,VS1,61.00,60.00,2840.00,5.90,5.87,3.59,621
0.75,Very Good,F,SI2,59.80,56.00,2840.00,5.85,5.92,3.52,622
0.70,Ideal,F,SI1,61.00,56.00,2840.00,5.75,5.80,3.52,623
0.71,Premium,F,VS2,59.30,56.00,2840.00,5.88,5.82,3.47,624
0.92,Ideal,D,SI2,61.90,56.00,2840.00,6.27,6.20,3.86,625
0.83,Premium,F,SI2,61.40,59.00,2840.00,6.08,6.04,3.72,626
0.70,Premium,H,VVS1,59.20,60.00,2840.00,5.87,5.78,3.45,627
0.73,Premium,F,VS2,60.30,59.00,2841.00,5.90,5.87,3.55,628
0.71,Very Good,D,VS1,63.40,55.00,2841.00,5.69,5.61,3.58,629
0.73,Very Good,D,SI1,63.90,57.00,2841.00,5.66,5.71,3.63,630
0.82,Ideal,F,SI2,61.70,53.00,2841.00,6.00,6.12,3.74,631
0.82,Ideal,F,SI2,62.30,56.00,2841.00,5.96,6.02,3.73,632
0.82,Very Good,F,SI2,59.70,57.00,2841.00,6.12,6.14,3.66,633
0.52,Ideal,F,VVS1,61.20,56.00,2841.00,5.19,5.21,3.18,634
1.00,Premium,F,I1,58.90,60.00,2841.00,6.60,6.55,3.87,635
0.95,Fair,G,SI1,66.70,56.00,2841.00,6.16,6.03,4.06,636
0.73,Ideal,D,SI1,61.40,57.00,2841.00,5.76,5.80,3.55,637
0.73,Premium,F,VS2,59.90,59.00,2841.00,5.87,5.77,3.50,638
0.73,Premium,G,VS1,61.40,58.00,2841.00,5.82,5.77,3.56,639
0.80,Ideal,I,VS1,62.60,54.00,2842.00,5.92,5.96,3.72,640
0.70,Premium,F,VS2,58.70,61.00,2842.00,5.80,5.72,3.38,641
0.70,Very Good,E,VS2,60.20,62.00,2843.00,5.71,5.75,3.45,642
0.70,Very Good,E,VS2,62.70,58.00,2843.00,5.65,5.67,3.55,643
0.71,Very Good,E,VS2,59.40,58.00,2843.00,5.76,5.82,3.44,644
0.81,Very Good,F,SI2,63.20,58.00,2843.00,5.91,5.92,3.74,645
0.71,Very Good,D,SI1,61.50,58.00,2843.00,5.73,5.79,3.54,646
0.73,Ideal,G,VVS2,61.30,57.00,2843.00,5.81,5.84,3.57,647
0.73,Very Good,F,VS1,61.80,59.00,2843.00,5.73,5.79,3.56,648
0.72,Ideal,E,VS2,62.00,57.00,2843.00,5.71,5.74,3.55,649
0.81,Ideal,F,SI2,62.10,57.00,2843.00,5.91,5.95,3.68,650
0.71,Ideal,G,VVS2,60.70,57.00,2843.00,5.81,5.78,3.52,651
0.73,Very Good,E,SI1,57.70,61.00,2844.00,5.92,5.96,3.43,652
0.70,Very Good,E,VS1,62.00,59.00,2844.00,5.65,5.68,3.51,653
1.01,Ideal,I,I1,61.50,57.00,2844.00,6.45,6.46,3.97,654
1.01,Good,I,I1,63.10,57.00,2844.00,6.35,6.39,4.02,655
0.79,Ideal,H,VS2,62.50,57.00,2844.00,5.91,5.93,3.70,656
0.70,Very Good,E,VS2,61.80,59.00,2845.00,5.65,5.68,3.50,657
0.70,Very Good,E,VS2,58.90,60.00,2845.00,5.83,5.85,3.44,658
0.80,Good,H,VS2,63.40,60.00,2845.00,5.92,5.82,3.72,659
1.27,Premium,H,SI2,59.30,61.00,2845.00,7.12,7.05,4.20,660
0.79,Ideal,D,SI1,61.50,56.00,2846.00,5.96,5.91,3.65,661
0.72,Very Good,F,VS1,60.20,59.00,2846.00,5.79,5.84,3.50,662
0.73,Ideal,H,VVS2,61.60,56.00,2846.00,5.79,5.84,3.58,663
1.01,Fair,H,SI2,65.40,59.00,2846.00,6.30,6.26,4.11,664
1.01,Good,H,I1,64.20,61.00,2846.00,6.25,6.18,3.99,665
0.73,Ideal,E,SI1,59.10,59.00,2846.00,5.92,5.95,3.51,666
0.70,Ideal,E,SI1,61.60,57.00,2846.00,5.71,5.76,3.53,667
0.70,Good,F,VS2,59.10,61.00,2846.00,5.76,5.84,3.43,668
0.77,Premium,E,SI1,62.90,59.00,2846.00,5.84,5.79,3.66,669
0.77,Premium,G,VS2,61.30,60.00,2846.00,5.91,5.81,3.59,670
0.77,Premium,G,VS1,61.40,58.00,2846.00,5.94,5.89,3.63,671
0.84,Very Good,H,SI1,61.20,57.00,2847.00,6.10,6.12,3.74,672
0.72,Ideal,E,SI1,60.30,57.00,2847.00,5.83,5.85,3.52,673
0.76,Premium,D,SI1,61.10,59.00,2847.00,5.93,5.88,3.61,674
